Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
qedmessaging.net,http://qedmessaging.net/stmark/profiles/lesting/serv/login/login.php,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2397|0.2397|0.2261|0.2397|0.2397|0.2397|0.0000|0.1917|0.0009|0.0000|0.0000|0.0000|0.2397|0.0000|0.2397|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
etisalatebills.com,http://etisalatebills.com/ADOBE_YEAR_2017,phishing,1.0,1,0.2,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
fb.com3v.casa,https://fb.com3v.casa/cmd-login=ad90600b0d2ee206a14226ace2fb0cce/?reff=YTA5MWIyZWM0OTU2ZjM2ZTYyNmMzZTcxYmQ2OTQ1Nzg=&urlmoving=946582752,phishing,1.0,1,0.24,0,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2257|0.2257|0.2232|0.2257|0.2257|0.2257|0.2257|0.1806|0.0011|0.0000|0.0000|0.0000|0.2257|0.0000|0.2257|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
medicalspaskincare.com,https://medicalspaskincare.com/purchase%20order/a/a/a/index-2.html,phishing,1.0,1,0.53,1,1.00|1.00|0.93|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2271|0.2271|0.2110|0.2271|0.2271|0.2271|0.2271|0.1817|0.0008|0.0000|0.0000|0.0000|0.2271|0.0000|0.2271|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
m-facebook-profile.item4324853.com,https://m-facebook-profile.item4324853.com/jXxJPh6MpS,phishing,1.0,1,0.2,0,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2258|0.2258|0.2221|0.2258|0.2258|0.2258|0.2258|0.1807|0.0004|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
nmosina.ru,http://nmosina.ru/alibaba/ALIBABA/9ab877e8df0b6e043eab0b5266796a69,phishing,1.0,1,0.7,1,1.00|1.00|0.93|1.00|1.00|1.00|0.00|0.80|0.02|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2400|0.2400|0.2235|0.2400|0.2400|0.2400|0.0000|0.1920|0.0039|0.0000|0.0000|0.0000|0.2400|0.0000|0.2400|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
mustafayedikardes.com.tr,http://mustafayedikardes.com.tr/aspnet_client/web/today_oneD/today_oneD/today_oneD/today_oneD/,phishing,0.0,0,0.78,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.78,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3683|0.3683|0.3683|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2884
marketplace-item764533.com,http://marketplace-item764533.com/m.html,phishing,1.0,1,0.82,1,1.00|1.00|0.99|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2385|0.2385|0.2357|0.2385|0.2385|0.2385|0.0000|0.1908|0.0007|0.0000|0.0000|0.0000|0.2385|0.0000|0.2385|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
americaneedsfatima.net,http://americaneedsfatima.net/bridge/bein/net/service/d1712fbb2c934fd85fd0e6f49/complete.php?ip=177.154.139.202,benign,0.0,0,0.2,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
andygagnephotography.com,https://andygagnephotography.com/mazon/33b03/,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|0.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2388|0.2388|0.2332|0.2388|0.2388|0.0000|0.2388|0.1910|0.0012|0.0000|0.0000|0.0000|0.2388|0.0000|0.2388|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
mh7dkvpu.myutilitydomain.com,http://mh7dkvpu.myutilitydomain.com/auth/c550593453918f32b5435a7a50edd670/confirm.php,phishing,1.0,1,0.33,0,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.2388|0.2388|0.2329|0.2388|0.2388|0.2388|0.0000|0.1911|0.0013|0.0000|0.0000|0.0000|0.2388|0.0000|0.2388|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
sh-sunvvard.com,https://sh-sunvvard.com/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=expovproductionsnet,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|1.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2267|0.2267|0.2140|0.2267|0.2267|0.2267|0.2267|0.1814|0.0059|0.0000|0.0000|0.0000|0.2267|0.0000|0.2267|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
mail.luckyspinpubgs13.eventpubgm11.com,https://mail.luckyspinpubgs13.eventpubgm11.com/login/facebook/,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2264|0.2264|0.2174|0.2264|0.2264|0.2264|0.2264|0.1811|0.0006|0.0000|0.0000|0.0000|0.2264|0.0000|0.2264|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
paulmitchellforcongress.com_duplicate,http://paulmitchellforcongress.com/wp-content/languages/login.php?=,phishing,1.0,1,0.91,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.05|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.91,0.2221|0.2221|0.1887|0.2221|0.2221|0.2221|0.0000|0.1554|0.0115|0.0000|0.2221|0.1887|0.2221|0.0000|0.2221|0.0000|0.0000|0.1366|0.1366|0.1366|0.1366|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1240
247forrent.com,http://247forrent.com/online/login.alibaba-com/online/login.alibaba/Login.htm,phishing,1.0,1,0.24,0,1.00|1.00|0.94|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2551|0.2551|0.2405|0.2551|0.2551|0.0000|0.0000|0.2041|0.0026|0.0000|0.0000|0.0000|0.2551|0.0000|0.2551|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
login.live.com.office.flagstarbancorp.myshn.net_duplicate,https://login.live.com.office.flagstarbancorp.myshn.net/gls.srf?urlID=MSNPrivacyStatement&mkt=EN-US&vv=1600&uaid=0bba6edf82de4d0488fd3d7255e54bf6,benign,0.6,0,0.41,0,1.00|1.00|0.97|1.00|0.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2873|0.2873|0.2778|0.2873|0.0000|0.0000|0.2873|0.2299|0.0006|0.0000|0.0000|0.0000|0.0000|0.0000|0.1724|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
linksverified.uk,http://linksverified.uk/www.ebay.co.uk/itm/view/113839488478/,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2389|0.2389|0.2322|0.2389|0.2389|0.2389|0.0000|0.1911|0.0010|0.0000|0.0000|0.0000|0.2389|0.0000|0.2389|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
c.ksc.ac.kr,http://c.ksc.ac.kr/fu/files/htm/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.02|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2393|0.2393|0.2292|0.2393|0.2393|0.2393|0.0000|0.1914|0.0051|0.0000|0.0000|0.0000|0.2393|0.0000|0.2393|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
cms.bosna-s.ba,http://cms.bosna-s.ba/clients/exception.php,phishing,1.0,1,0.2,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0012|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
sopes.dns-cloud.net,http://sopes.dns-cloud.net/com/adope/index.htm,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0019|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
drobpox-business-sharedcomfiles.000webhostapp.com,http://drobpox-business-sharedcomfiles.000webhostapp.com/files/Dropbox_file,phishing,1.0,1,0.53,1,1.00|1.00|0.87|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2415|0.2415|0.2104|0.2415|0.2415|0.2415|0.0000|0.1932|0.0032|0.0000|0.0000|0.0000|0.2415|0.0000|0.2415|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
docusignsecuredocuadmin.weebly.com,https://docusignsecuredocuadmin.weebly.com/,phishing,1.0,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0004|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
eprajournals.org,https://eprajournals.org/secured/workforce/microsoft/index.php,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
junkremovalheroestn.com,http://junkremovalheroestn.com/pdz/,benign,0.0,0,0.24,0,1.00|0.00|0.78|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.4137|0.0000|0.3238|0.0000|0.0000|0.0000|0.0000|0.2069|0.0036|0.0000|0.4137|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
fb-page-real-estate-id.112101352139706-propertyrentals.com,http://fb-page-real-estate-id.112101352139706-propertyrentals.com/,phishing,1.0,1,0.51,1,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.51,0.2386|0.2386|0.2346|0.2386|0.2386|0.2386|0.0000|0.1909|0.0004|0.0000|0.0000|0.0000|0.2386|0.0000|0.2386|0.1661|0.0000|0.0000|0.0000|0.1661|0.1661|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0850
loreal.oh-wear.com,http://loreal.oh-wear.com/law/Adobe2019,phishing,0.6,0,0.82,1,1.00|1.00|0.96|1.00|0.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|0.00|0.00|0.60,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.3152|0.3152|0.3041|0.3152|0.0000|0.0000|0.0000|0.2522|0.0024|0.0000|0.0000|0.0000|0.0000|0.0000|0.1891|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
archii.org,https://archii.org/secured/workplace/index.php,phishing,0.0,0,0.78,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.78,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3683|0.3683|0.3683|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2884
